Citation,License Plate/Vin,Fine,Issued,CitationText,Unpaid,Officer,Residence,IssuedDate,IssuedTime
P1-23528,UT C199FJ,60.0,"Mar 27, 2023 09:42 AM",,False,1,UT,2023-03-27,09:42 AM
P1-23529,UT U853FB,60.0,"Mar 27, 2023 09:45 AM",,False,1,UT,2023-03-27,09:45 AM
P1-23530,UT 8BLT874,0.0,"Mar 27, 2023 01:43 PM",,False,1,UT,2023-03-27,01:43 PM
P1-23531,UT 3U7ZB,75.0,"Mar 27, 2023 01:47 PM",,False,1,UT,2023-03-27,01:47 PM
P1-23532,UT S150D,75.0,"Mar 27, 2023 01:49 PM",,False,1,UT,2023-03-27,01:49 PM
P1-23533,UT 37EB1,75.0,"Mar 27, 2023 01:52 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-03-27,01:52 PM
P1-23534,DE 217089,75.0,"Mar 28, 2023 10:30 AM",APPEAL TIME LIMIT EXPIRED,True,1,DE,2023-03-28,10:30 AM
P1-23535,UT G198NV,0.0,"Mar 28, 2023 03:18 PM",,False,1,UT,2023-03-28,03:18 PM
P1-23536,UT X894TX,0.0,"Mar 28, 2023 03:41 PM",,False,1,UT,2023-03-28,03:41 PM
P1-23537,UT E271JH,60.0,"Mar 28, 2023 03:48 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-03-28,03:48 PM
P1-23538,UT H133X,0.0,"Mar 28, 2023 03:51 PM",,False,1,UT,2023-03-28,03:51 PM
P1-23539,UT V748HX,0.0,"Mar 29, 2023 12:05 PM",,False,1,UT,2023-03-29,12:05 PM
P1-23540,UT 4V2GR,60.0,"Mar 29, 2023 01:08 PM",,False,1,UT,2023-03-29,01:08 PM
P1-23541,UT 3W4CD,60.0,"Mar 29, 2023 04:44 PM",,False,1,UT,2023-03-29,04:44 PM
P1-23542,IL AV78306,60.0,"Mar 29, 2023 05:02 PM",,False,1,IL,2023-03-29,05:02 PM
P1-23543,UT U858JC,60.0,"Mar 29, 2023 05:07 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-03-29,05:07 PM
P1-23544,UT G884UR,25.0,"Mar 30, 2023 03:49 PM",,False,1,UT,2023-03-30,03:49 PM
P1-23545,UT 7X5HB,60.0,"Mar 30, 2023 04:01 PM",,False,1,UT,2023-03-30,04:01 PM
P1-23546,UT U742FE,60.0,"Mar 30, 2023 04:20 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-03-30,04:20 PM
P1-23547,CA 8CGD547,60.0,"Mar 30, 2023 04:26 PM",,False,1,CA,2023-03-30,04:26 PM
P1-23548,UT X548AL,40.0,"Mar 30, 2023 05:00 PM",,False,1,UT,2023-03-30,05:00 PM
P1-23549,UT G776NX,40.0,"Mar 30, 2023 05:04 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-03-30,05:04 PM
P1-23550,UT T957FR,0.0,"Mar 31, 2023 01:10 AM",,False,1,UT,2023-03-31,01:10 AM
P1-23551,UT G40SHT,10.0,"Mar 31, 2023 01:25 AM",,False,1,UT,2023-03-31,01:25 AM
P1-23552,UT 4W5UP,60.0,"Mar 31, 2023 01:28 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-03-31,01:28 AM
P1-23553,UT 6W3SN,15.0,"Mar 31, 2023 01:29 AM",,False,1,UT,2023-03-31,01:29 AM
P1-23554,ID JMP5FT8,60.0,"Mar 31, 2023 01:34 AM",APPEAL TIME LIMIT EXPIRED,True,1,ID,2023-03-31,01:34 AM
P1-23555,UT G083AM,60.0,"Mar 31, 2023 01:35 AM",,False,1,UT,2023-03-31,01:35 AM
P1-23556,UT E343KP,0.0,"Mar 31, 2023 01:37 AM",,False,1,UT,2023-03-31,01:37 AM
P1-23557,UT 2T2DJ,0.0,"Mar 31, 2023 01:38 AM",,False,1,UT,2023-03-31,01:38 AM
P1-23558,TN 0AT885,0.0,"Mar 31, 2023 01:40 AM",,False,1,TN,2023-03-31,01:40 AM
P1-23559,UT U723ZK,60.0,"Mar 31, 2023 01:41 AM",,False,1,UT,2023-03-31,01:41 AM
P1-23560,IL AQ83376,60.0,"Mar 31, 2023 01:45 AM",APPEAL TIME LIMIT EXPIRED,True,1,IL,2023-03-31,01:45 AM
P1-23561,UT F310JT,0.0,"Mar 31, 2023 01:46 AM",,False,1,UT,2023-03-31,01:46 AM
P1-23562,UT Y101MK,60.0,"Mar 31, 2023 01:51 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-03-31,01:51 AM
P1-23563,CA 5WJP095,60.0,"Mar 31, 2023 01:56 AM",APPEAL TIME LIMIT EXPIRED,True,1,CA,2023-03-31,01:56 AM
P1-23564,UT Z186MZ,60.0,"Mar 31, 2023 02:00 AM",,False,1,UT,2023-03-31,02:00 AM
P1-23565,UT T503CN,60.0,"Mar 31, 2023 02:01 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-03-31,02:01 AM
P1-23566,AZ 23A0TB,0.0,"Mar 31, 2023 02:06 AM",,False,1,AZ,2023-03-31,02:06 AM
P1-23567,UT F717YH,0.0,"Mar 31, 2023 02:07 AM",,False,1,UT,2023-03-31,02:07 AM
P1-23568,AZ CTT7534,0.0,"Mar 31, 2023 02:08 AM",,False,1,AZ,2023-03-31,02:08 AM
P1-23569,UT 1U0YU,60.0,"Mar 31, 2023 02:10 AM",,False,1,UT,2023-03-31,02:10 AM
P1-23570,AZ D5A49K,60.0,"Mar 31, 2023 02:13 AM",,False,1,AZ,2023-03-31,02:13 AM
P1-23571,UT F338MJ,60.0,"Mar 31, 2023 02:15 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-03-31,02:15 AM
P1-23572,UT 2CRAY,25.0,"Mar 31, 2023 02:17 AM",,False,1,UT,2023-03-31,02:17 AM
P1-23573,MO GG1A3N,0.0,"Mar 31, 2023 02:22 AM",,False,1,MO,2023-03-31,02:22 AM
P1-23574,CA 8WMX200,60.0,"Mar 31, 2023 02:33 AM",,False,1,CA,2023-03-31,02:33 AM
P1-23575,UT 1X2RN,60.0,"Mar 31, 2023 02:34 AM",,False,1,UT,2023-03-31,02:34 AM
P1-23576,UT 3R0KB,60.0,"Mar 31, 2023 02:36 AM",,False,1,UT,2023-03-31,02:36 AM
P1-23577,ID 1A716JG,60.0,"Mar 31, 2023 02:40 AM",,False,1,ID,2023-03-31,02:40 AM
P1-23578,UT 9B3XD,60.0,"Mar 31, 2023 02:43 AM",,False,1,UT,2023-03-31,02:43 AM
P1-23579,UT G597JD,60.0,"Mar 31, 2023 02:45 AM",,False,1,UT,2023-03-31,02:45 AM
P1-23580,UT U711BK,0.0,"Mar 31, 2023 11:17 AM",,False,1,UT,2023-03-31,11:17 AM
P1-23581,UT U191RG,60.0,"Mar 31, 2023 11:21 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-03-31,11:21 AM
P1-23582,UT V597TV,35.0,"Mar 31, 2023 12:08 PM",,False,1,UT,2023-03-31,12:08 PM
P1-23583,UT 4F6DH,0.0,"Mar 31, 2023 12:12 PM",,False,1,UT,2023-03-31,12:12 PM
P1-23584,UT T301BU,60.0,"Mar 31, 2023 04:46 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-03-31,04:46 PM
P1-23585,UT U397ZN,40.0,"Mar 31, 2023 05:12 PM",,False,1,UT,2023-03-31,05:12 PM
P1-23586,UT U014TG,40.0,"Mar 31, 2023 05:15 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-03-31,05:15 PM
P1-23587,UT U565BW,75.0,"Apr 03, 2023 09:40 AM",,False,1,UT,2023-04-03,09:40 AM
P1-23588,UT G777RP,60.0,"Apr 03, 2023 11:23 AM",,False,1,UT,2023-04-03,11:23 AM
P1-23589,UT 6L7RU,100.0,"Apr 03, 2023 11:53 AM",,False,1,UT,2023-04-03,11:53 AM
P1-23590,UT T941EA,60.0,"Apr 03, 2023 12:01 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-03,12:01 PM
P1-23591,ID 1BJ997U,60.0,"Apr 03, 2023 12:04 PM",APPEAL TIME LIMIT EXPIRED,True,1,ID,2023-04-03,12:04 PM
P1-23592,UT 6L7RU,100.0,"Apr 04, 2023 07:06 AM",,False,1,UT,2023-04-04,07:06 AM
P1-23593,UT C473UK,60.0,"Apr 04, 2023 07:21 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-04,07:21 AM
P1-23594,UT D333E,0.0,"Apr 04, 2023 07:25 AM",,False,1,UT,2023-04-04,07:25 AM
P1-23595,UT 5B5FV,60.0,"Apr 04, 2023 07:31 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-04,07:31 AM
P1-23596,UT B751JC,60.0,"Apr 04, 2023 08:03 AM",,False,1,UT,2023-04-04,08:03 AM
P1-23597,UT C310SK,0.0,"Apr 04, 2023 08:15 AM",,False,1,UT,2023-04-04,08:15 AM
P1-23598,UT U976UY,60.0,"Apr 04, 2023 08:55 AM",,False,1,UT,2023-04-04,08:55 AM
P1-23599,UT F984BL,0.0,"Apr 04, 2023 09:04 AM",,False,1,UT,2023-04-04,09:04 AM
P1-23600,UT V233J,75.0,"Apr 04, 2023 05:42 PM",,False,1,UT,2023-04-04,05:42 PM
P1-23601,WA CEV0346,75.0,"Apr 05, 2023 01:38 PM",,False,1,WA,2023-04-05,01:38 PM
P1-23602,UT U158XY,60.0,"Apr 05, 2023 02:01 PM",,False,1,UT,2023-04-05,02:01 PM
P1-23603,UT WVWDB7AJ4CW058450,0.0,"Apr 06, 2023 01:12 AM",,False,1,UT,2023-04-06,01:12 AM
P1-23604,UT G524RP,60.0,"Apr 06, 2023 01:21 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-06,01:21 AM
P1-23605,MN 840XAR,0.0,"Apr 06, 2023 01:34 AM",,False,1,MN,2023-04-06,01:34 AM
P1-23606,UT E406UB,60.0,"Apr 06, 2023 01:38 AM",,False,1,UT,2023-04-06,01:38 AM
P1-23607,UT 2N8CD,60.0,"Apr 06, 2023 01:41 AM",,False,1,UT,2023-04-06,01:41 AM
P1-23608,CA 8PXF352,75.0,"Apr 06, 2023 01:54 AM",,False,1,CA,2023-04-06,01:54 AM
P1-23609,UT D228HC,75.0,"Apr 06, 2023 01:58 AM",,False,1,UT,2023-04-06,01:58 AM
P1-23610,TX PYJ2670,60.0,"Apr 06, 2023 02:12 AM",,False,1,TX,2023-04-06,02:12 AM
P1-23611,IL 314804,60.0,"Apr 06, 2023 02:20 AM",,False,1,IL,2023-04-06,02:20 AM
P1-23612,UT 3T9PP,0.0,"Apr 06, 2023 02:25 AM",,False,1,UT,2023-04-06,02:25 AM
P1-23613,UT G087WY,0.0,"Apr 06, 2023 02:29 AM",,False,1,UT,2023-04-06,02:29 AM
P1-23614,IL E717482,60.0,"Apr 06, 2023 02:35 AM",,False,1,IL,2023-04-06,02:35 AM
P1-23615,NM BHPY49,60.0,"Apr 06, 2023 02:39 AM",,False,1,NM,2023-04-06,02:39 AM
P1-23616,NV 460G42,60.0,"Apr 06, 2023 03:05 AM",,False,1,NV,2023-04-06,03:05 AM
P1-23617,ID 1AJ763U,60.0,"Apr 06, 2023 03:14 AM",,False,1,ID,2023-04-06,03:14 AM
P1-23618,UT U642UM,10.0,"Apr 06, 2023 07:02 AM",,False,1,UT,2023-04-06,07:02 AM
P1-23619,UT U277ZS,60.0,"Apr 06, 2023 07:06 AM",,False,1,UT,2023-04-06,07:06 AM
P1-23620,** 1G6AK5SS7H0117678,60.0,"Apr 06, 2023 01:02 PM",,False,1,**,2023-04-06,01:02 PM
P1-23621,UT U215FF,35.0,"Apr 06, 2023 01:18 PM",,False,1,UT,2023-04-06,01:18 PM
P1-23622,UT A052428,60.0,"Apr 06, 2023 01:22 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-06,01:22 PM
P1-23623,UT 199NUB,0.0,"Apr 06, 2023 01:40 PM",,False,1,UT,2023-04-06,01:40 PM
P1-23624,UT X955MM,0.0,"Apr 06, 2023 01:47 PM",,False,1,UT,2023-04-06,01:47 PM
P1-23625,AZ 034SCZ,0.0,"Apr 06, 2023 01:57 PM",,False,1,AZ,2023-04-06,01:57 PM
P1-23626,AZ 271XZJ,60.0,"Apr 07, 2023 01:01 AM",,False,1,AZ,2023-04-07,01:01 AM
P1-23627,UT 70CB8,60.0,"Apr 07, 2023 01:04 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-07,01:04 AM
P1-23628,UT G227JG,0.0,"Apr 07, 2023 01:23 AM",,False,1,UT,2023-04-07,01:23 AM
P1-23629,,60.0,"Apr 07, 2023 01:39 AM",APPEAL TIME LIMIT EXPIRED,True,1,,2023-04-07,01:39 AM
P1-23630,ID 1A8C333,60.0,"Apr 07, 2023 01:47 AM",APPEAL TIME LIMIT EXPIRED,True,1,ID,2023-04-07,01:47 AM
P1-23631,AK JWS660,0.0,"Apr 07, 2023 02:03 AM",,False,1,AK,2023-04-07,02:03 AM
P1-23632,UT T257BG,60.0,"Apr 07, 2023 02:19 AM",,False,1,UT,2023-04-07,02:19 AM
P1-23633,UT CL27166,60.0,"Apr 10, 2023 06:59 AM",,False,1,UT,2023-04-10,06:59 AM
P1-23634,ID 1AJ763U,60.0,"Apr 10, 2023 07:04 AM",,False,1,ID,2023-04-10,07:04 AM
P1-23635,UT G259BN,60.0,"Apr 10, 2023 07:06 AM",,False,1,UT,2023-04-10,07:06 AM
P1-23636,MT CUA944,60.0,"Apr 10, 2023 07:22 AM",,False,1,MT,2023-04-10,07:22 AM
P1-23637,UT F096GA,60.0,"Apr 10, 2023 09:39 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-10,09:39 AM
P1-23638,UT 4L0MZ,60.0,"Apr 11, 2023 01:09 AM",,False,1,UT,2023-04-11,01:09 AM
P1-23639,WA BIG8300,0.0,"Apr 11, 2023 01:25 AM",,False,1,WA,2023-04-11,01:25 AM
P1-23640,CA 8DXJ851,60.0,"Apr 11, 2023 01:29 AM",,False,1,CA,2023-04-11,01:29 AM
P1-23641,UT T591CB,60.0,"Apr 11, 2023 01:35 AM",,False,1,UT,2023-04-11,01:35 AM
P1-23642,CA A510F0,60.0,"Apr 11, 2023 01:40 AM",APPEAL TIME LIMIT EXPIRED,True,1,CA,2023-04-11,01:40 AM
P1-23643,UT Y494RD,0.0,"Apr 11, 2023 01:42 AM",,False,1,UT,2023-04-11,01:42 AM
P1-23644,UT G384RD,60.0,"Apr 11, 2023 01:49 AM",,False,1,UT,2023-04-11,01:49 AM
P1-23645,ID 1A1380W,60.0,"Apr 11, 2023 01:52 AM",,False,1,ID,2023-04-11,01:52 AM
P1-23646,AZ 14A44H,60.0,"Apr 11, 2023 01:53 AM",,False,1,AZ,2023-04-11,01:53 AM
P1-23647,AZ DCA6FK,60.0,"Apr 11, 2023 01:55 AM",,False,1,AZ,2023-04-11,01:55 AM
P1-23648,UT G242HX,0.0,"Apr 11, 2023 02:06 AM",,False,1,UT,2023-04-11,02:06 AM
P1-23649,NV 256ZFU,60.0,"Apr 11, 2023 02:14 AM",,False,1,NV,2023-04-11,02:14 AM
P1-23650,UT E911WW,60.0,"Apr 11, 2023 02:19 AM",,False,1,UT,2023-04-11,02:19 AM
P1-23651,CA 6SXY316,35.0,"Apr 11, 2023 02:26 AM",,False,1,CA,2023-04-11,02:26 AM
P1-23652,UT G642UH,60.0,"Apr 11, 2023 02:49 AM",,False,1,UT,2023-04-11,02:49 AM
P1-23653,UT SKILZJR,60.0,"Apr 11, 2023 02:52 AM",,False,1,UT,2023-04-11,02:52 AM
P1-23654,UT F236JN,60.0,"Apr 11, 2023 02:53 AM",,False,1,UT,2023-04-11,02:53 AM
P1-23655,UT 3L8DW,60.0,"Apr 11, 2023 03:19 PM",,False,1,UT,2023-04-11,03:19 PM
P1-23656,UT 3X1SL,0.0,"Apr 11, 2023 03:35 PM",,False,1,UT,2023-04-11,03:35 PM
P1-23657,UT G059MT,25.0,"Apr 11, 2023 03:38 PM",,False,1,UT,2023-04-11,03:38 PM
P1-23658,UT U668UL,60.0,"Apr 11, 2023 03:41 PM",,False,1,UT,2023-04-11,03:41 PM
P1-23659,UT G988FS,60.0,"Apr 11, 2023 03:43 PM",,False,1,UT,2023-04-11,03:43 PM
P1-23660,UT F647KF,0.0,"Apr 11, 2023 03:47 PM",,False,1,UT,2023-04-11,03:47 PM
P1-23661,UT Z955P,60.0,"Apr 11, 2023 03:51 PM",,False,1,UT,2023-04-11,03:51 PM
P1-23662,UT F412VH,60.0,"Apr 11, 2023 04:25 PM",,False,1,UT,2023-04-11,04:25 PM
P1-23663,UT G837AT,0.0,"Apr 11, 2023 05:03 PM",,False,1,UT,2023-04-11,05:03 PM
P1-23664,TX CA22692,60.0,"Apr 12, 2023 07:27 AM",,False,1,TX,2023-04-12,07:27 AM
P1-23665,UT DETMR,60.0,"Apr 12, 2023 07:30 AM",,False,1,UT,2023-04-12,07:30 AM
P1-23666,UT G686TD,40.0,"Apr 12, 2023 07:46 AM",,False,1,UT,2023-04-12,07:46 AM
P1-23667,UT 0X8AL,60.0,"Apr 12, 2023 07:50 AM",,False,1,UT,2023-04-12,07:50 AM
P1-23668,UT U849LU,60.0,"Apr 12, 2023 07:52 AM",,False,1,UT,2023-04-12,07:52 AM
P1-23669,UT W357DL,0.0,"Apr 12, 2023 09:12 AM",,False,1,UT,2023-04-12,09:12 AM
P1-23670,UT G18SGX,0.0,"Apr 12, 2023 09:19 AM",,False,1,UT,2023-04-12,09:19 AM
P1-23671,UT G418UN,0.0,"Apr 12, 2023 09:25 AM",,False,1,UT,2023-04-12,09:25 AM
P1-23672,UT T252EY,60.0,"Apr 12, 2023 03:38 PM",,False,1,UT,2023-04-12,03:38 PM
P1-23673,UT U703HA,60.0,"Apr 12, 2023 03:41 PM",,False,1,UT,2023-04-12,03:41 PM
P1-23674,UT U395XX,40.0,"Apr 12, 2023 05:20 PM",,False,1,UT,2023-04-12,05:20 PM
P1-23675,CA 6WNK380,40.0,"Apr 12, 2023 05:23 PM",,False,1,CA,2023-04-12,05:23 PM
P1-23676,UT E813VL,0.0,"Apr 12, 2023 05:44 PM",,False,1,UT,2023-04-12,05:44 PM
P1-23677,UT Y686UU,0.0,"Apr 12, 2023 05:50 PM",,False,1,UT,2023-04-12,05:50 PM
P1-23678,AK JWS660,60.0,"Apr 14, 2023 01:50 AM",,False,1,AK,2023-04-14,01:50 AM
P1-23679,AZ FAA8TE,60.0,"Apr 14, 2023 02:03 AM",,False,1,AZ,2023-04-14,02:03 AM
P1-23680,AZ C237040,60.0,"Apr 14, 2023 02:13 AM",,False,1,AZ,2023-04-14,02:13 AM
P1-23681,UT 3X1YL,60.0,"Apr 14, 2023 02:18 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-14,02:18 AM
P1-23682,UT B531BR,60.0,"Apr 14, 2023 02:49 AM",,False,1,UT,2023-04-14,02:49 AM
P1-23683,UT U072AT,0.0,"Apr 14, 2023 02:52 AM",,False,1,UT,2023-04-14,02:52 AM
P1-23684,TN 0AT885,0.0,"Apr 14, 2023 02:57 AM",,False,1,TN,2023-04-14,02:57 AM
P1-23685,UT T540CB,0.0,"Apr 14, 2023 03:01 AM",,False,1,UT,2023-04-14,03:01 AM
P1-23686,MT 466741B,0.0,"Apr 14, 2023 03:09 AM",,False,1,MT,2023-04-14,03:09 AM
P1-23687,UT 2V0HE,0.0,"Apr 14, 2023 01:29 PM",,False,1,UT,2023-04-14,01:29 PM
P1-23688,UT Z939PW,35.0,"Apr 14, 2023 01:34 PM",,False,1,UT,2023-04-14,01:34 PM
P1-23689,IN TAA137,60.0,"Apr 14, 2023 01:35 PM",,False,1,IN,2023-04-14,01:35 PM
P1-23690,UT U184DL,60.0,"Apr 14, 2023 01:37 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-14,01:37 PM
P1-23691,AZ XLA6PF,60.0,"Apr 14, 2023 01:40 PM",APPEAL TIME LIMIT EXPIRED,True,1,AZ,2023-04-14,01:40 PM
P1-23692,UT C042EN,0.0,"Apr 14, 2023 01:43 PM",,False,1,UT,2023-04-14,01:43 PM
P1-23693,CO ZEDFOUR,0.0,"Apr 14, 2023 01:47 PM",,False,1,CO,2023-04-14,01:47 PM
P1-23694,CA 9AJJ042,0.0,"Apr 14, 2023 01:51 PM",,False,1,CA,2023-04-14,01:51 PM
P1-23695,CA 5ACX282,60.0,"Apr 14, 2023 01:54 PM",,False,1,CA,2023-04-14,01:54 PM
P1-23696,UT V008LS,150.0,"Apr 14, 2023 01:57 PM",,False,1,UT,2023-04-14,01:57 PM
P1-23697,UT 3A1UU,60.0,"Apr 14, 2023 02:01 PM",,False,1,UT,2023-04-14,02:01 PM
P1-23698,UT 3A1UU,20.0,"Apr 14, 2023 02:04 PM",,False,1,UT,2023-04-14,02:04 PM
P1-23699,FL CXGR56,60.0,"Apr 14, 2023 04:15 PM",,False,1,FL,2023-04-14,04:15 PM
P1-23700,UT U867PP,60.0,"Apr 14, 2023 04:21 PM",,False,1,UT,2023-04-14,04:21 PM
P1-23701,UT G161RM,60.0,"Apr 17, 2023 12:49 PM",,False,1,UT,2023-04-17,12:49 PM
P1-23702,UT G559CH,60.0,"Apr 17, 2023 01:00 PM",,False,1,UT,2023-04-17,01:00 PM
P1-23703,UT G137LW,60.0,"Apr 17, 2023 01:04 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-17,01:04 PM
P1-23704,UT X851CP,30.0,"Apr 17, 2023 03:52 PM",,False,1,UT,2023-04-17,03:52 PM
P1-23705,UT E525EL,60.0,"Apr 17, 2023 03:57 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-17,03:57 PM
P1-23706,UT X981JM,0.0,"Apr 17, 2023 04:28 PM",,False,1,UT,2023-04-17,04:28 PM
P1-23707,UT T572BZ,0.0,"Apr 17, 2023 04:34 PM",,False,1,UT,2023-04-17,04:34 PM
P1-23708,MO ND7J8T,0.0,"Apr 17, 2023 04:40 PM",,False,1,MO,2023-04-17,04:40 PM
P1-23709,UT 2C4RG,0.0,"Apr 18, 2023 11:16 AM",,False,1,UT,2023-04-18,11:16 AM
P1-23710,UT 4E9WL,75.0,"Apr 18, 2023 11:58 AM",,False,1,UT,2023-04-18,11:58 AM
P1-23711,AB CLY3981,50.0,"Apr 18, 2023 12:05 PM",,False,1,AB,2023-04-18,12:05 PM
P1-23712,UT X823BZ,0.0,"Apr 18, 2023 12:19 PM",,False,1,UT,2023-04-18,12:19 PM
P1-23713,UT 7S1HU,60.0,"Apr 18, 2023 12:38 PM",,False,1,UT,2023-04-18,12:38 PM
P1-23714,CA 5WDC605,60.0,"Apr 18, 2023 12:43 PM",,False,1,CA,2023-04-18,12:43 PM
P1-23715,UT G893LX,0.0,"Apr 18, 2023 12:52 PM",,False,1,UT,2023-04-18,12:52 PM
P1-23716,UT G653HW,40.0,"Apr 18, 2023 12:56 PM",,False,1,UT,2023-04-18,12:56 PM
P1-23717,UT 43EE7,0.0,"Apr 18, 2023 12:59 PM",,False,1,UT,2023-04-18,12:59 PM
P1-23718,UT 4V7UD,0.0,"Apr 18, 2023 01:06 PM",,False,1,UT,2023-04-18,01:06 PM
P1-23719,UT V125FM,0.0,"Apr 18, 2023 01:09 PM",,False,1,UT,2023-04-18,01:09 PM
P1-23720,UT 3K8UV,40.0,"Apr 18, 2023 01:15 PM",,False,1,UT,2023-04-18,01:15 PM
P1-23721,WA ASR3448,60.0,"Apr 18, 2023 01:25 PM",APPEAL TIME LIMIT EXPIRED,True,1,WA,2023-04-18,01:25 PM
P1-23722,UT G223WW,60.0,"Apr 19, 2023 10:43 AM",,False,1,UT,2023-04-19,10:43 AM
P1-23723,UT X788ML,0.0,"Apr 19, 2023 10:47 AM",,False,1,UT,2023-04-19,10:47 AM
P1-23724,UT W400WG,0.0,"Apr 19, 2023 10:49 AM",,False,1,UT,2023-04-19,10:49 AM
P1-23725,UT Y207RT,20.0,"Apr 19, 2023 11:03 AM",,False,1,UT,2023-04-19,11:03 AM
P1-23726,UT V610EY,60.0,"Apr 19, 2023 11:13 AM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-19,11:13 AM
P1-23727,UT W125XB,60.0,"Apr 19, 2023 11:17 AM",,False,1,UT,2023-04-19,11:17 AM
P1-23728,SD 62B137,60.0,"Apr 19, 2023 11:45 AM",APPEAL TIME LIMIT EXPIRED,True,1,SD,2023-04-19,11:45 AM
P1-23729,UT 4D0JF,0.0,"Apr 19, 2023 11:49 AM",,False,1,UT,2023-04-19,11:49 AM
P1-23730,UT TEST,0.0,"Apr 19, 2023 11:57 AM",,False,1,UT,2023-04-19,11:57 AM
P1-23731,UT B988ZG,0.0,"Apr 19, 2023 12:03 PM",,False,1,UT,2023-04-19,12:03 PM
P1-23732,UT X812HK,0.0,"Apr 19, 2023 12:17 PM",,False,1,UT,2023-04-19,12:17 PM
P1-23733,UT E916ZF,0.0,"Apr 19, 2023 12:20 PM",,False,1,UT,2023-04-19,12:20 PM
P1-23734,UT X339ZX,0.0,"Apr 19, 2023 12:27 PM",,False,1,UT,2023-04-19,12:27 PM
P1-23735,UT W240NH,0.0,"Apr 19, 2023 12:31 PM",,False,1,UT,2023-04-19,12:31 PM
P1-23736,SD 62FH87,60.0,"Apr 19, 2023 04:01 PM",APPEAL TIME LIMIT EXPIRED,True,1,SD,2023-04-19,04:01 PM
P1-23737,MO LF4Y3G,60.0,"Apr 19, 2023 04:05 PM",,False,1,MO,2023-04-19,04:05 PM
P1-23738,UT G229SD,60.0,"Apr 19, 2023 04:08 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-19,04:08 PM
P1-23739,UT 0B5GN,60.0,"Apr 19, 2023 04:13 PM",,False,1,UT,2023-04-19,04:13 PM
P1-23740,UT 4P1HD,200.0,"Apr 19, 2023 04:16 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-19,04:16 PM
P1-23741,OR 021KHC,60.0,"Apr 19, 2023 04:29 PM",APPEAL TIME LIMIT EXPIRED,True,1,OR,2023-04-19,04:29 PM
P1-23742,UT V047TM,40.0,"Apr 19, 2023 04:49 PM",,False,1,UT,2023-04-19,04:49 PM
P1-23743,AZ 200VXG,40.0,"Apr 19, 2023 04:53 PM",,False,1,AZ,2023-04-19,04:53 PM
P1-23744,UT G219VY,60.0,"Apr 19, 2023 05:24 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-19,05:24 PM
P1-23745,OR 596ENJ,60.0,"Apr 19, 2023 05:28 PM",,False,1,OR,2023-04-19,05:28 PM
P1-23746,UT 8P1NM,35.0,"Apr 19, 2023 05:30 PM",,False,1,UT,2023-04-19,05:30 PM
P1-23747,UT 7N9CM,60.0,"Apr 19, 2023 05:38 PM",,False,1,UT,2023-04-19,05:38 PM
P1-23748,UT U655DM,60.0,"Apr 19, 2023 05:41 PM",APPEAL TIME LIMIT EXPIRED,True,1,UT,2023-04-19,05:41 PM
P1-23749,CA 7FCX921,60.0,"Apr 19, 2023 06:05 PM",,False,1,CA,2023-04-19,06:05 PM
P1-23750,NV 402449,0.0,"Apr 20, 2023 07:50 AM",,False,1,NV,2023-04-20,07:50 AM
P1-23751,NV 243YNB,200.0,"Apr 20, 2023 03:59 PM",,False,1,NV,2023-04-20,03:59 PM
P1-23752,UT E940UL,60.0,"Apr 21, 2023 11:03 AM",,False,1,UT,2023-04-21,11:03 AM
P1-23753,NC FBV7291,0.0,"Apr 21, 2023 11:31 AM",,False,1,NC,2023-04-21,11:31 AM
P1-23755,UT T890BC,75.0,"Apr 21, 2023 12:37 PM",,False,1,UT,2023-04-21,12:37 PM
